,group,기준일자,행정동명,카운트,평균,편차,최소,25%,50%,75%,최대
3856,3,2022-06-04,율천동,6.0,6.5,5.856620185738529,3.0,3.0,3.0,8.25,17.0
3857,3,2022-06-04,은행1동,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
3858,3,2022-06-04,을지로동,1.0,8.0,,8.0,8.0,8.0,8.0,8.0
3859,3,2022-06-04,이동읍,192.0,5.640625,3.816609556642309,3.0,3.0,4.0,7.0,21.0
3860,3,2022-06-04,이매1동,13.0,4.923076923076923,1.9774368283857795,3.0,3.0,4.0,6.0,8.0
3861,3,2022-06-04,이매2동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3862,3,2022-06-04,이문1동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3863,3,2022-06-04,이월면,4.0,4.5,1.7320508075688772,3.0,3.0,4.5,6.0,6.0
3864,3,2022-06-04,이태원2동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3865,3,2022-06-04,인계동,28.0,7.142857142857143,4.624526287766498,3.0,3.75,4.0,9.0,18.0
3866,3,2022-06-04,인주면,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3867,3,2022-06-04,인헌동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3868,3,2022-06-04,일원2동,5.0,6.2,3.5637059362410923,3.0,4.0,4.0,9.0,11.0
3869,3,2022-06-04,일원본동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
3870,3,2022-06-04,일죽면,3.0,4.666666666666667,1.5275252316519465,3.0,4.0,5.0,5.5,6.0
3871,3,2022-06-04,자양2동,1.0,8.0,,8.0,8.0,8.0,8.0,8.0
3872,3,2022-06-04,자양4동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3873,3,2022-06-04,자양동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3874,3,2022-06-04,작전2동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
3875,3,2022-06-04,잠실2동,4.0,5.25,2.5,4.0,4.0,4.0,5.25,9.0
3876,3,2022-06-04,잠실3동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3877,3,2022-06-04,잠실6동,20.0,5.85,3.1668513334889994,3.0,4.0,4.0,8.0,12.0
3878,3,2022-06-04,잠실본동,6.0,8.666666666666666,7.004760286167305,4.0,5.0,5.0,9.5,22.0
3879,3,2022-06-04,잠원동,11.0,7.818181818181818,5.250108223992755,3.0,3.5,8.0,8.0,21.0
3880,3,2022-06-04,장기동,2.0,8.0,5.656854249492381,4.0,6.0,8.0,10.0,12.0
3881,3,2022-06-04,장기본동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3882,3,2022-06-04,장안면,5.0,3.8,0.44721359549995787,3.0,4.0,4.0,4.0,4.0
3883,3,2022-06-04,장위2동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
3884,3,2022-06-04,장지동,4.0,5.75,2.9860788111948193,3.0,4.5,5.0,6.25,10.0
3885,3,2022-06-04,장충동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3886,3,2022-06-04,장항2동,3.0,4.333333333333333,2.309401076758503,3.0,3.0,3.0,5.0,7.0
3887,3,2022-06-04,전민동,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
3888,3,2022-06-04,정남면,23.0,8.0,7.603826787755086,3.0,3.0,4.0,10.0,28.0
3889,3,2022-06-04,정릉3동,1.0,8.0,,8.0,8.0,8.0,8.0,8.0
3890,3,2022-06-04,정왕1동,6.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
3891,3,2022-06-04,정왕2동,9.0,5.555555555555555,3.2829526005987013,3.0,3.0,3.0,7.0,11.0
3892,3,2022-06-04,정자1동,21.0,5.095238095238095,2.4880667576405964,3.0,3.0,4.0,6.0,12.0
3893,3,2022-06-04,정자2동,7.0,6.857142857142857,3.236694374850748,3.0,5.0,5.0,9.0,12.0
3894,3,2022-06-04,정자3동,14.0,4.928571428571429,1.3847680013570567,4.0,4.0,4.5,5.0,8.0
3895,3,2022-06-04,정자동,18.0,5.444444444444445,2.914915440650687,3.0,4.0,4.0,7.0,12.0
3896,3,2022-06-04,제기동,4.0,9.75,4.716990566028302,3.0,9.0,11.0,11.75,14.0
3897,3,2022-06-04,조원1동,5.0,4.4,3.1304951684997055,3.0,3.0,3.0,3.0,10.0
3898,3,2022-06-04,조원동,4.0,7.75,4.7871355387816905,4.0,4.0,6.5,10.25,14.0
3899,3,2022-06-04,조종면,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3900,3,2022-06-04,종로1.2.3.4가동,18.0,10.333333333333334,6.35239649081121,3.0,7.0,8.0,13.5,24.0
3901,3,2022-06-04,종로5.6가동,4.0,4.25,2.5,3.0,3.0,3.0,4.25,8.0
3902,3,2022-06-04,죽산면,4.0,4.25,1.8929694486000912,3.0,3.0,3.5,4.75,7.0
3903,3,2022-06-04,죽전1동,260.0,6.930769230769231,4.716173538186741,3.0,4.0,4.0,9.0,33.0
3904,3,2022-06-04,죽전2동,128.0,6.1171875,3.5926896330204476,3.0,4.0,4.0,8.0,19.0
3905,3,2022-06-04,중곡4동,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
3906,3,2022-06-04,중리동,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
3907,3,2022-06-04,중앙동,221.0,6.285067873303167,4.195799156722601,3.0,3.0,4.0,8.0,24.0
3908,3,2022-06-04,지동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3909,3,2022-06-04,직산읍,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
3910,3,2022-06-04,진안동,11.0,5.454545454545454,2.3817487845545915,3.0,4.0,5.0,7.0,9.0
3911,3,2022-06-04,진위면,47.0,5.595744680851064,3.38577314058133,3.0,3.0,4.0,7.0,20.0
3912,3,2022-06-04,진접읍,3.0,4.333333333333333,2.309401076758503,3.0,3.0,3.0,5.0,7.0
3913,3,2022-06-04,창전동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
3914,3,2022-06-04,천호3동,3.0,5.666666666666667,2.8867513459481287,4.0,4.0,4.0,6.5,9.0
3915,3,2022-06-04,청계동,11.0,6.0,5.215361924162119,3.0,4.0,4.0,5.5,21.0
3916,3,2022-06-04,청담동,14.0,5.0,1.5689290811054724,3.0,4.0,4.0,7.0,7.0
3917,3,2022-06-04,청북읍,8.0,5.0,3.8913824205360674,3.0,3.0,3.0,4.75,14.0
3918,3,2022-06-04,초월읍,3.0,4.666666666666667,2.8867513459481287,3.0,3.0,3.0,5.5,8.0
3919,3,2022-06-04,초이동,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
3920,3,2022-06-04,초지동,7.0,5.571428571428571,3.3594217189442417,3.0,3.0,3.0,8.5,10.0
3921,3,2022-06-04,초평동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3922,3,2022-06-04,춘궁동,5.0,4.6,2.1908902300206643,3.0,3.0,3.0,7.0,7.0
3923,3,2022-06-04,충현동,3.0,5.666666666666667,2.8867513459481287,4.0,4.0,4.0,6.5,9.0
3924,3,2022-06-04,탄벌동,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
3925,3,2022-06-04,탄현면,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3926,3,2022-06-04,탕정면,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3927,3,2022-06-04,태평1동,3.0,5.666666666666667,2.8867513459481287,4.0,4.0,4.0,6.5,9.0
3928,3,2022-06-04,파장동,6.0,6.833333333333333,3.188521078284832,3.0,4.0,7.5,9.5,10.0
3929,3,2022-06-04,판교동,16.0,6.1875,4.230346715499018,3.0,3.0,4.0,7.25,19.0
3930,3,2022-06-04,팔탄면,8.0,4.25,1.5811388300841898,3.0,3.75,4.0,4.0,8.0
3931,3,2022-06-04,팽성읍,1.0,8.0,,8.0,8.0,8.0,8.0,8.0
3932,3,2022-06-04,평동,25.0,5.52,2.5839246635044657,3.0,4.0,5.0,7.0,12.0
3933,3,2022-06-04,평촌동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3934,3,2022-06-04,포곡읍,236.0,6.305084745762712,4.563515767804507,3.0,3.0,4.0,8.0,46.0
3935,3,2022-06-04,포승읍,5.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
3936,3,2022-06-04,풍납2동,6.0,9.5,7.314369419163897,4.0,4.0,6.0,14.0,21.0
3937,3,2022-06-04,풍덕천1동,184.0,6.353260869565218,3.889201839448376,3.0,4.0,4.0,9.0,22.0
3938,3,2022-06-04,풍덕천2동,247.0,5.94331983805668,3.656604714699717,3.0,4.0,4.0,8.0,24.0
3939,3,2022-06-04,풍산동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3940,3,2022-06-04,풍세면,4.0,5.0,2.0,4.0,4.0,4.0,5.0,8.0
3941,3,2022-06-04,필동,4.0,4.75,2.8722813232690143,3.0,3.0,3.5,5.25,9.0
3942,3,2022-06-04,하대원동,2.0,5.0,2.8284271247461903,3.0,4.0,5.0,6.0,7.0
3943,3,2022-06-04,학익2동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
3944,3,2022-06-04,한강로동,16.0,5.0625,4.154816482108446,3.0,3.0,3.0,4.75,19.0
3945,3,2022-06-04,한남동,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
3946,3,2022-06-04,해양동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3947,3,2022-06-04,행궁동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3948,3,2022-06-04,행당1동,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
3949,3,2022-06-04,향남읍,7.0,5.714285714285714,2.2886885410853175,3.0,3.5,7.0,7.5,8.0
3950,3,2022-06-04,혜화동,6.0,6.833333333333333,2.714160398109638,3.0,6.0,6.0,9.0,10.0
3951,3,2022-06-04,호계1동,13.0,5.153846153846154,2.7032743678162428,3.0,3.0,4.0,6.0,12.0
3952,3,2022-06-04,호계2동,8.0,4.0,1.4142135623730951,3.0,3.0,3.5,4.25,7.0
3953,3,2022-06-04,호매실동,3.0,4.333333333333333,0.5773502691896258,4.0,4.0,4.0,4.5,5.0
3954,3,2022-06-04,호법면,15.0,6.666666666666667,3.2877840272018792,3.0,4.0,5.0,10.5,11.0
3955,3,2022-06-04,호수동,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
3956,3,2022-06-04,홍성읍,3.0,4.333333333333333,2.309401076758503,3.0,3.0,3.0,5.0,7.0
3957,3,2022-06-04,화도읍,7.0,6.571428571428571,2.935821455580639,3.0,4.5,7.0,8.0,11.0
3958,3,2022-06-04,화산동,5.0,4.2,1.6431676725154984,3.0,3.0,3.0,6.0,6.0
3959,3,2022-06-04,화서1동,3.0,6.0,1.7320508075688772,5.0,5.0,5.0,6.5,8.0
3960,3,2022-06-04,화서2동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3961,3,2022-06-04,화수2동,4.0,5.0,2.309401076758503,3.0,3.0,5.0,7.0,7.0
3962,3,2022-06-04,화양동,5.0,8.4,4.505552130427524,4.0,4.0,8.0,13.0,13.0
3963,3,2022-06-04,회현동,18.0,5.166666666666667,2.3326329481056884,3.0,4.0,4.0,5.5,12.0
3964,3,2022-06-04,후평1동,2.0,6.0,2.8284271247461903,4.0,5.0,6.0,7.0,8.0
3965,3,2022-06-04,휘경2동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3966,3,2022-06-05,가남읍,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
3967,3,2022-06-05,가능동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3968,3,2022-06-05,가락2동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
3969,3,2022-06-05,가락본동,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
3970,3,2022-06-05,가리봉동,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
3971,3,2022-06-05,가산동,23.0,3.652173913043478,1.525799213889796,3.0,3.0,3.0,4.0,10.0
3972,3,2022-06-05,가양1동,18.0,4.944444444444445,2.3632535454879653,3.0,4.0,4.0,4.0,12.0
3973,3,2022-06-05,가양3동,5.0,11.0,7.582875444051551,4.0,9.0,9.0,9.0,24.0
3974,3,2022-06-05,가회동,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
3975,3,2022-06-05,갈현동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3976,3,2022-06-05,감북동,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
3977,3,2022-06-05,강서2동,6.0,5.0,2.1908902300206643,3.0,3.0,5.0,7.0,7.0
3978,3,2022-06-05,강일동,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
3979,3,2022-06-05,강하면,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3980,3,2022-06-05,개포1동,2.0,8.0,4.242640687119285,5.0,6.5,8.0,9.5,11.0
3981,3,2022-06-05,개포2동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3982,3,2022-06-05,개포4동,10.0,4.3,1.766981104093143,3.0,3.0,4.0,4.0,8.0
3983,3,2022-06-05,개항동,1.0,9.0,,9.0,9.0,9.0,9.0,9.0
3984,3,2022-06-05,거여1동,3.0,5.666666666666667,2.8867513459481287,4.0,4.0,4.0,6.5,9.0
3985,3,2022-06-05,거여2동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3986,3,2022-06-05,경안동,4.0,3.25,0.5,3.0,3.0,3.0,3.25,4.0
3987,3,2022-06-05,고덕1동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3988,3,2022-06-05,고덕면,16.0,5.0625,2.5682354513037415,3.0,3.0,3.5,7.0,10.0
3989,3,2022-06-05,고등동,6.0,3.8333333333333335,0.983192080250175,3.0,3.0,3.5,4.75,5.0
3990,3,2022-06-05,고촌읍,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3991,3,2022-06-05,곡선동,2.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
3992,3,2022-06-05,곤지암읍,13.0,6.230769230769231,3.5155332965247763,3.0,4.0,4.0,8.0,13.0
3993,3,2022-06-05,공덕동,4.0,8.75,3.685557397915997,4.0,7.75,9.0,10.0,13.0
3994,3,2022-06-05,공도읍,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
3995,3,2022-06-05,공릉1동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3996,3,2022-06-05,관고동,3.0,7.666666666666667,7.234178138070234,3.0,3.5,4.0,10.0,16.0
3997,3,2022-06-05,관양1동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3998,3,2022-06-05,관양2동,20.0,5.7,3.495862215760076,3.0,3.0,4.0,7.25,15.0
3999,3,2022-06-05,광교1동,41.0,4.902439024390244,2.7276810485170415,3.0,3.0,4.0,5.0,16.0
4000,3,2022-06-05,광교2동,46.0,7.239130434782608,4.295655596626773,3.0,4.0,6.5,9.0,18.0
4001,3,2022-06-05,광남1동,11.0,4.181818181818182,1.6624188291872668,3.0,3.0,3.0,5.0,7.0
4002,3,2022-06-05,광정동,3.0,3.6666666666666665,0.5773502691896258,3.0,3.5,4.0,4.0,4.0
4003,3,2022-06-05,광희동,3.0,3.3333333333333335,0.5773502691896258,3.0,3.0,3.0,3.5,4.0
4004,3,2022-06-05,구갈동,253.0,5.102766798418973,3.497917783823019,3.0,3.0,3.0,6.0,21.0
4005,3,2022-06-05,구로2동,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
4006,3,2022-06-05,구로3동,7.0,3.2857142857142856,0.7559289460184545,3.0,3.0,3.0,3.0,5.0
4007,3,2022-06-05,구미1동,12.0,6.25,3.8876260575878905,4.0,4.0,4.5,5.75,16.0
4008,3,2022-06-05,구미동,62.0,6.209677419354839,3.8714469560592093,3.0,4.0,4.0,8.0,19.0
4009,3,2022-06-05,구성동,188.0,6.319148936170213,4.309454265131595,3.0,3.0,4.0,8.0,24.0
4010,3,2022-06-05,구의1동,4.0,9.0,5.163977794943222,3.0,6.0,9.0,12.0,15.0
4011,3,2022-06-05,구의2동,5.0,8.2,4.54972526643093,3.0,6.0,6.0,13.0,13.0
4012,3,2022-06-05,군남면,2.0,4.5,2.1213203435596424,3.0,3.75,4.5,5.25,6.0
4013,3,2022-06-05,군포1동,4.0,4.5,0.5773502691896257,4.0,4.0,4.5,5.0,5.0
4014,3,2022-06-05,군포2동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
4015,3,2022-06-05,궁내동,4.0,3.75,1.5,3.0,3.0,3.0,3.75,6.0
4016,3,2022-06-05,권선1동,3.0,5.666666666666667,2.8867513459481287,4.0,4.0,4.0,6.5,9.0
4017,3,2022-06-05,권선2동,5.0,4.8,2.0493901531919194,3.0,3.0,4.0,7.0,7.0
4018,3,2022-06-05,금곡동,32.0,4.9375,2.6510801207152555,3.0,3.0,4.0,5.0,13.0
4019,3,2022-06-05,금광2동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4020,3,2022-06-05,금정동,9.0,6.444444444444445,3.745367509040705,3.0,3.0,4.0,11.0,11.0
4021,3,2022-06-05,금학동,1.0,7.0,,7.0,7.0,7.0,7.0,7.0
4022,3,2022-06-05,기배동,6.0,8.666666666666666,3.559026084010437,3.0,7.0,10.0,10.0,13.0
4023,3,2022-06-05,기흥동,135.0,6.340740740740741,4.0337437944727235,3.0,3.0,5.0,8.0,21.0
4024,3,2022-06-05,낙성대동,3.0,5.333333333333333,2.309401076758503,4.0,4.0,4.0,6.0,8.0
4025,3,2022-06-05,난향동,3.0,5.0,1.7320508075688772,3.0,4.5,6.0,6.0,6.0
4026,3,2022-06-05,남사읍,93.0,5.774193548387097,3.590836865817556,3.0,3.0,4.0,7.0,19.0
4027,3,2022-06-05,남양읍,43.0,4.674418604651163,1.8220988712988333,3.0,4.0,4.0,5.0,10.0
4028,3,2022-06-05,남영동,7.0,4.714285714285714,1.9760470401187074,3.0,3.5,4.0,5.5,8.0
4029,3,2022-06-05,남촌동,5.0,5.0,4.47213595499958,3.0,3.0,3.0,3.0,13.0
4030,3,2022-06-05,내곡동,5.0,3.2,0.4472135954999579,3.0,3.0,3.0,3.0,4.0
4031,3,2022-06-05,내산면,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
4032,3,2022-06-05,노량진1동,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
4033,3,2022-06-05,논현1동,11.0,7.909090909090909,5.356389557426634,3.0,4.0,5.0,11.0,17.0
4034,3,2022-06-05,논현2동,14.0,4.285714285714286,2.163635524139563,3.0,3.0,3.0,4.0,10.0
4035,3,2022-06-05,단대동,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
4036,3,2022-06-05,대곶면,6.0,5.0,2.1908902300206643,3.0,3.0,5.0,7.0,7.0
4037,3,2022-06-05,대덕면,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
4038,3,2022-06-05,대림2동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
4039,3,2022-06-05,대방동,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
4040,3,2022-06-05,대소면,6.0,8.666666666666666,3.9327683210007,4.0,5.0,10.0,12.0,12.0
4041,3,2022-06-05,대소원면,1.0,7.0,,7.0,7.0,7.0,7.0,7.0
4042,3,2022-06-05,대신면,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4043,3,2022-06-05,대원동,17.0,4.764705882352941,1.751050105105001,3.0,4.0,4.0,6.0,9.0
4044,3,2022-06-05,대월면,4.0,7.5,5.446711546122731,3.0,3.0,6.5,11.0,14.0
4045,3,2022-06-05,대치1동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
4046,3,2022-06-05,대치2동,32.0,6.15625,4.143470378100168,3.0,3.75,4.0,8.0,21.0
4047,3,2022-06-05,대치4동,21.0,5.619047619047619,4.3298520814941295,3.0,3.0,4.0,7.0,17.0
4048,3,2022-06-05,덕산읍,2.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
4049,3,2022-06-05,덕적면,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
4050,3,2022-06-05,덕풍3동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4051,3,2022-06-05,도곡1동,10.0,5.0,2.5385910352879693,3.0,3.0,3.5,7.0,10.0
4052,3,2022-06-05,도곡2동,9.0,6.666666666666667,4.272001872658765,3.0,4.0,5.0,10.0,15.0
4053,3,2022-06-05,도척면,8.0,8.125,5.792544469278715,3.0,3.0,8.0,10.0,20.0
4054,3,2022-06-05,도촌동,9.0,9.11111111111111,7.606649138162685,4.0,4.0,4.0,9.0,22.0
4055,3,2022-06-05,독산1동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
4056,3,2022-06-05,동백1동,181.0,6.502762430939226,9.155219706928735,3.0,3.0,4.0,7.0,111.0
4057,3,2022-06-05,동백2동,162.0,5.901234567901234,4.087870068408357,3.0,3.0,4.0,8.0,29.0
4058,3,2022-06-05,동백3동,127.0,7.039370078740157,5.750640509257789,3.0,4.0,5.0,8.5,44.0
4059,3,2022-06-05,동부동,91.0,6.21978021978022,4.114479034937197,3.0,3.0,4.0,8.0,20.0
4060,3,2022-06-05,동천동,192.0,7.369791666666667,4.9767757974987115,3.0,4.0,5.0,9.0,28.0
4061,3,2022-06-05,동탄1동,40.0,4.675,2.223274323593181,3.0,3.0,4.0,5.0,13.0
4062,3,2022-06-05,동탄2동,6.0,8.0,5.477225575051661,4.0,4.0,6.5,9.0,18.0
4063,3,2022-06-05,동탄3동,11.0,5.545454545454546,2.7699688216164584,3.0,3.0,4.0,7.5,11.0
4064,3,2022-06-05,동탄5동,22.0,4.863636363636363,2.964800716750333,3.0,3.0,3.0,6.75,14.0
4065,3,2022-06-05,동탄6동,19.0,5.842105263157895,5.580354010024184,3.0,3.0,4.0,4.0,24.0
4066,3,2022-06-05,동탄7동,9.0,3.4444444444444446,0.7264831572567788,3.0,3.0,3.0,4.0,5.0
4067,3,2022-06-05,동탄8동,4.0,3.25,0.5,3.0,3.0,3.0,3.25,4.0
4068,3,2022-06-05,둔포면,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
4069,3,2022-06-05,마도면,3.0,4.0,1.0,3.0,3.5,4.0,4.5,5.0
4070,3,2022-06-05,마북동,202.0,6.262376237623762,4.161595357244923,3.0,4.0,4.0,8.0,27.0
4071,3,2022-06-05,마장면,43.0,5.790697674418604,4.367401644079549,3.0,3.0,4.0,7.0,24.0
4072,3,2022-06-05,망포1동,1.0,9.0,,9.0,9.0,9.0,9.0,9.0
4073,3,2022-06-05,망포2동,4.0,5.75,2.9860788111948193,3.0,4.5,5.0,6.25,10.0
4074,3,2022-06-05,매교동,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
4075,3,2022-06-05,매산동,5.0,7.8,5.215361924162119,3.0,3.0,7.0,11.0,15.0
4076,3,2022-06-05,매탄1동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4077,3,2022-06-05,매탄2동,3.0,3.6666666666666665,1.1547005383792515,3.0,3.0,3.0,4.0,5.0
4078,3,2022-06-05,매탄3동,61.0,5.704918032786885,3.328384304208685,3.0,3.0,4.0,7.0,19.0
4079,3,2022-06-05,매탄4동,7.0,8.571428571428571,6.7788185513687385,3.0,4.5,5.0,11.0,21.0
4080,3,2022-06-05,면목본동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
4081,3,2022-06-05,명동,31.0,7.096774193548387,4.853554290137468,3.0,4.0,4.0,8.5,25.0
4082,3,2022-06-05,명일2동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4083,3,2022-06-05,모가면,4.0,7.75,2.8722813232690143,6.0,6.0,6.5,8.25,12.0
4084,3,2022-06-05,모현읍,279.0,6.469534050179211,4.134210249422051,3.0,3.0,6.0,8.5,22.0
4085,3,2022-06-05,목천읍,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
4086,3,2022-06-05,목행.용탄동,2.0,7.0,5.656854249492381,3.0,5.0,7.0,9.0,11.0
4087,3,2022-06-05,무실동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4088,3,2022-06-05,문산읍,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4089,3,2022-06-05,문원동,1.0,13.0,,13.0,13.0,13.0,13.0,13.0
4090,3,2022-06-05,문정2동,36.0,6.416666666666667,4.080441152620633,3.0,4.0,4.0,9.0,22.0
4091,3,2022-06-05,미아동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4092,3,2022-06-05,미양면,3.0,4.0,1.7320508075688772,3.0,3.0,3.0,4.5,6.0
4093,3,2022-06-05,반곡관설동,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
4094,3,2022-06-05,반월동,10.0,3.9,1.8529256146249728,3.0,3.0,3.0,4.0,9.0
4095,3,2022-06-05,반포1동,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
4096,3,2022-06-05,반포3동,4.0,6.25,3.593976442141304,3.0,3.75,5.5,8.0,11.0
4097,3,2022-06-05,반포4동,19.0,7.0,4.189935029992179,3.0,3.5,6.0,9.0,17.0
4098,3,2022-06-05,방배1동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4099,3,2022-06-05,방배4동,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
4100,3,2022-06-05,방배본동,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
4101,3,2022-06-05,방이2동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4102,3,2022-06-05,방학1동,4.0,8.75,3.5,7.0,7.0,7.0,8.75,14.0
4103,3,2022-06-05,배곧2동,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
4104,3,2022-06-05,백암면,74.0,6.95945945945946,5.878773493340697,3.0,3.0,5.0,7.0,36.0
4105,3,2022-06-05,백운면,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
4106,3,2022-06-05,백현동,22.0,6.545454545454546,3.924614299851312,3.0,4.0,4.0,8.75,18.0
4107,3,2022-06-05,법원읍,3.0,5.333333333333333,2.309401076758503,4.0,4.0,4.0,6.0,8.0
4108,3,2022-06-05,별내동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4109,3,2022-06-05,별양동,4.0,6.25,3.593976442141304,3.0,3.75,5.5,8.0,11.0
4110,3,2022-06-05,병점1동,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
4111,3,2022-06-05,병점2동,3.0,6.333333333333333,4.041451884327381,4.0,4.0,4.0,7.5,11.0
4112,3,2022-06-05,병천면,6.0,9.5,7.092249290598858,3.0,4.0,9.0,11.0,22.0
4113,3,2022-06-05,보개면,8.0,7.125,5.139135558215436,3.0,3.0,5.5,9.0,15.0
4114,3,2022-06-05,보라동,208.0,6.783653846153846,4.70648869756159,3.0,3.0,4.0,9.25,26.0
4115,3,2022-06-05,보라매동,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
4116,3,2022-06-05,보정동,184.0,6.043478260869565,4.2744968539836465,3.0,4.0,4.0,8.0,39.0
4117,3,2022-06-05,복정동,9.0,3.3333333333333335,0.7071067811865476,3.0,3.0,3.0,3.0,5.0
4118,3,2022-06-05,봉담읍,13.0,7.846153846153846,4.616025596516153,3.0,4.0,7.0,10.0,15.0
4119,3,2022-06-05,봉평면,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
4120,3,2022-06-05,부곡동,17.0,5.117647058823529,2.6898502035702765,3.0,4.0,4.0,5.0,12.0
4121,3,2022-06-05,부림동,7.0,6.0,2.23606797749979,3.0,4.0,7.0,8.0,8.0
